Arguments 5 5 100 100
 depth 13 E2 1 6 | E2X 1 6
 depth 7 E2 1 5 | E2X 1 5
 depth 9 E2 1 1 | E2X 1 1
 depth 12 E2 1 6 | E2X 1 6
 depth 14 E2 1 5 | E2X 1 5
 depth 15 E1 1 0 | E1X 1 0
 depth 13 E2 1 3 | E2X 1 3
 depth 9 E2 1 3 | E2X 1 3
 depth 18 E2 1 2 | E2X 1 2
 depth 17 E2 1 3 | E2X 1 3
 depth 19 E2 1 3 | E2X 1 3
 depth 19 E2 1 1 | E2X 1 1
 depth 24 E1 1 0 | E1X 1 0
 depth 6 E2 1 19 | E2X 1 19
Ackermann 4
calls 47040 exceptions 650 destructors 0
